magnetisation (*1e6),SSR,median pct error (%),section size (m)
1.1065,0.0034793740701277156,3.9139435428571554,0.0001
1.107,0.003479968110802622,3.960899657142858,0.0001
1.1075,0.00348210865238844,4.007855771428577,0.0001
1.1065,0.003479246075456999,3.9139360000000067,0.00025
1.107,0.0034797868463551976,3.960892114285726,0.00025
1.1075,0.0034818740798579443,4.0078482285714285,0.00025
1.1065,0.0035367017302289643,3.913892914285725,0.0004
1.107,0.0035362399967681633,3.9608490285714275,0.0004
1.1075,0.0035373237855895173,4.007805142857146,0.0004
