,x,y,z
0,-10.0,0.0,-0.0012004789648697967
1,-9.799999999999999,0.0,-0.0012000465083949875
2,-9.600000000000001,0.0,-0.000800271588383013
3,-9.4,0.0,-0.0008000679225413111
4,-9.2,0.0,-0.0003991365180322127
5,-9.000000000000002,0.0,-0.0003998573318670354
6,-8.8,0.0,-0.00022566001521042372
7,-8.6,0.0,-2.326033549044017e-05
8,-8.4,0.0,-2.1653687640770762e-05
9,-8.200000000000001,0.0,-2.3304418204599205e-05
10,-8.0,0.0,-2.2162247296888105e-05
11,-7.8,0.0,0.0010263552763396294
12,-7.6,0.0,0.0010485662508637557
13,-7.4,0.0,0.0010686058936035987
14,-7.2,0.0,0.0010868437314378362
15,-7.0,0.0,0.001105390544287775
16,-6.800000000000001,0.0,0.0011226386218447695
17,-6.6,0.0,0.0011375645862914368
18,-6.3999999999999995,0.0,0.0011503409741404412
19,-6.200000000000001,0.0,0.0011623015696907086
20,-6.0,0.0,0.001173507281159264
21,-5.8,0.0,0.001184325858660099
22,-5.6,0.0,0.0011951847805570426
23,-5.4,0.0,0.0012054357826381428
24,-5.2,0.0,0.0012147435141612664
25,-5.0,0.0,0.0012232844085923308
26,-4.8,0.0,0.0012310244258805776
27,-4.6,0.0,0.0012378584915696566
28,-4.4,0.0,0.0012444279450128195
29,-4.2,0.0,0.0012511489413434937
30,-4.0,0.0,0.0012574195552865393
31,-3.7999999999999994,0.0,0.0012627665046023276
32,-3.6,0.0,0.00126752361787463
33,-3.4000000000000004,0.0,0.0012716696095183056
34,-3.1999999999999997,0.0,0.0012748349087786796
35,-3.0,0.0,0.0012774265777353714
36,-2.7999999999999994,0.0,0.0012802261251908772
37,-2.6,0.0,0.0012829084040034996
38,-2.4000000000000004,0.0,0.0012848369249800582
39,-2.1999999999999997,0.0,0.0012863159844642572
40,-2.0,0.0,0.0012877105603993535
41,-1.7999999999999996,0.0,0.0012884937209810237
42,-1.599999999999999,0.0,0.001288556027502094
43,-1.4000000000000001,0.0,0.0012886896302483047
44,-1.1999999999999997,0.0,0.0012890182756522468
45,-0.9999999999999991,0.0,0.0012887191466950743
46,-0.8000000000000004,0.0,0.0012878381692071551
47,-0.5999999999999999,0.0,0.0012870629479250083
48,-0.3999999999999993,0.0,0.001286270843443524
49,-0.2000000000000005,0.0,0.0012851111138608628
50,0.0,0.0,0.0012844616960152007
51,0.2000000000000005,0.0,0.0012851047569910083
52,0.400000000000001,0.0,0.0012862693857384683
53,0.5999999999999999,0.0,0.0012870659262187696
54,0.8000000000000004,0.0,0.0012878385705689195
55,1.0000000000000009,0.0,0.001288721548479315
56,1.1999999999999997,0.0,0.0012890164554467147
57,1.4000000000000001,0.0,0.0012886883099074845
58,1.6000000000000008,0.0,0.0012885584687219913
59,1.7999999999999996,0.0,0.0012884923874354043
60,2.0,0.0,0.0012877113948013264
61,2.2000000000000006,0.0,0.0012863151247219926
62,2.4000000000000012,0.0,0.0012848381470547735
63,2.6,0.0,0.0012829092757504746
64,2.8000000000000003,0.0,0.0012802262916523578
65,3.000000000000001,0.0,0.0012774274511778057
66,3.1999999999999997,0.0,0.0012748339787047504
67,3.4000000000000004,0.0,0.0012716685019114448
68,3.600000000000001,0.0,0.0012675243147785766
69,3.800000000000001,0.0,0.0012627685380626613
70,4.0,0.0,0.001257419725926395
71,4.2,0.0,0.001251147720658395
72,4.400000000000001,0.0,0.001244428037149944
73,4.6,0.0,0.001237857489854085
74,4.800000000000001,0.0,0.0012310251060688971
75,5.000000000000001,0.0,0.0012232809087674302
76,5.2,0.0,0.0012147445927760483
77,5.4,0.0,0.0012054321620219837
78,5.6000000000000005,0.0,0.0011951807357963207
79,5.800000000000002,0.0,0.0011843265698625917
80,6.0,0.0,0.0011735035537111759
81,6.199999999999999,0.0,0.0011623011807907957
82,6.400000000000001,0.0,0.0011503439840881537
83,6.6,0.0,0.0011375645569919642
84,6.8000000000000025,0.0,0.0011226390296128538
85,7.000000000000001,0.0,0.0011053906585079382
86,7.2,0.0,0.0010868431578255166
87,7.400000000000002,0.0,0.0010686061708730808
88,7.6000000000000005,0.0,0.0010485655058152365
89,7.8,0.0,0.0010263551244579425
90,8.000000000000002,0.0,-2.2162133581559604e-05
91,8.200000000000001,0.0,-2.3305391132825145e-05
92,8.4,0.0,-2.165368796716169e-05
93,8.600000000000001,0.0,-2.3260293994470652e-05
94,8.8,0.0,-0.00022566001564421553
95,9.0,0.0,-0.0003998573316695849
96,9.200000000000001,0.0,-0.00039913651920875837
97,9.4,0.0,-0.0008000679217292466
98,9.6,0.0,-0.0008002715884459805
99,9.8,0.0,-0.0012000465085898525
100,10.0,0.0,-0.0012007593135013198
